"Provider.Number","Communication.with.Nurses.Achievement.Points","Communication.with.Nurses.Improvement.Points","Communication.with.Nurses.Dimension.Score","Communication.with.Doctors.Achievement.Points","Communication.with.Doctors.Improvement.Points","Communication.with.Doctors.Dimension.Score","Responsiveness.of.Hospital.Staff.Achievement.Points","Responsiveness.of.Hospital.Staff.Improvement.Points","Responsiveness.of.Hospital.Staff.Dimension.Score","Pain.Management.Achievement.Points","Pain.Management.Improvement.Points","Pain.Management.Dimension.Score","Communication.about.Medicines.Achievement.Points","Communication.about.Medicines.Improvement.Points","Communication.about.Medicines.Dimension.Score","Cleanliness.and.Quietness.of.Hospital.Environment.Achievement.Points","Cleanliness.and.Quietness.of.Hospital.Environment.Improvement.Points","Cleanliness.and.Quietness.of.Hospital.Environment.Dimension.Score","Discharge.Information.Achievement.Points","Discharge.Information.Improvement.Points","Discharge.Information.Dimension.Score","Overall..Rating.of.Hospital.Achievement.Points","Overall.Rating.of.Hospital.Improvement.Points","Overall.Rating.of.Hospital.Dimension.Score","HCAHPS.Base.Score","HCAHPS.Consistency.Score","IMM.2.Performance.Rate","IMM.2.Achievement.Points","IMM.2.Improvement.Points","IMM.2.Measure.Score","Preventive.Condition.Procedure.Score","Hospital.Name","State","Start.Date","End.Date","Excess.Readmission.Ratio.READM.30.AMI.HRRP","Excess.Readmission.Ratio.READM.30.COPD.HRRP","Excess.Readmission.Ratio.READM.30.HF.HRRP","Excess.Readmission.Ratio.READM.30.HIP.KNEE.HRRP","Excess.Readmission.Ratio.READM.30.PN.HRRP","Address","City","ZIP.Code","County.Name","MORT.30.AMI.Performance.Rate","MORT.30.AMI.Achievement.Points","MORT.30.AMI.Improvement.Points","MORT.30.AMI.Measure.Score","MORT.30.HF.Performance.Rate","MORT.30.HF.Achievement.Points","MORT.30.HF.Improvement.Points","MORT.30.HF.Measure.Score","MORT.30.PN.Performance.Rate","MORT.30.PN.Achievement.Points","MORT.30.PN.Improvement.Points","MORT.30.PN.Measure.Score","PSI.90.Performance.Rate","PSI.90.Achievement.Points","PSI.90.Improvement.Points","PSI.90.Measure.Score","HAI.1.Performance.Rate","HAI.1.Achievement.Points","HAI.1.Improvement.Points","HAI.1.Measure.Score","HAI.2.Performance.Rate","HAI.2.Achievement.Points","HAI.2.Improvement.Points","HAI.2.Measure.Score","Combined.SSI.Measure.Score","HAI.3.Performance.Rate","HAI.3.Achievement.Points","HAI.3.Improvement.Points","HAI.3.Measure.Score","HAI.4.Performance.Rate","HAI.4.Achievement.Points","HAI.4.Improvement.Points","HAI.4.Measure.Score","Location"
310073,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0.2,0,0.2,4,17,0.98192,0.9,1,0.9,9,"JERSEY SHORE UNIVERSITY MEDICAL CENTER","NJ","07/01/2011","06/30/2014",1474,916,1952,463,866,"1945 RTE 33","Neptune","07754","MONMOUTH",0.874951,1,1,1,0.889447,0.4,0,0.4,0.89831,0.7,0,0.7,0.575381,0.3,0.555555555555556,0.5,0.349,0.3,0.444444444444444,0.4,1.458,0,0,0,0,0.701,0,0,0,1.255,0,0,0,"1945 RTE 33
Neptune, NJ 07754
"
310075,0.2,0.333333333333333,0.3,0,0,0,0,0.222222222222222,0.2,0.1,0.222222222222222,0.2,0.2,0.111111111111111,0.2,0,0.111111111111111,0.1,0,0.222222222222222,0.2,0.1,0.222222222222222,0.2,14,17,0.9265,0.3,0.777777777777778,0.7,7,"MONMOUTH MEDICAL CENTER","NJ","07/01/2011","06/30/2014",1175,1059,502,3195,2475,"300 SECOND AVENUE","Long Branch","07740","MONMOUTH",0.867617,1,1,1,0.890038,0.5,0.222222222222222,0.5,0.911342,1,1,1,0.500537,0.7,0.666666666666667,0.7,0.656,0,0.444444444444444,0.4,1.49,0,0,0,0,1.044,0,0,0,0.778,0,0,0,"300 SECOND AVENUE
Long Branch, NJ 07740
(40.295448, -73.983598)"
310076,0.2,0.555555555555556,0.5,0,0.111111111111111,0.1,0,0.111111111111111,0.1,0.1,0.333333333333333,0.3,0.5,0.666666666666667,0.6,0,0.111111111111111,0.1,0.1,0.555555555555556,0.5,0.1,0.333333333333333,0.3,25,16,0.92688,0.3,0.555555555555556,0.5,5,"SAINT BARNABAS MEDICAL CENTER","NJ","07/01/2011","06/30/2014",1624,848,1784,1641,1259,"94 OLD SHORT HILLS ROAD","Livingston","07039","ESSEX",0.87531,1,1,1,0.888174,0.4,0,0.4,0.902904,0.9,1,0.9,0.893028,0,0.222222222222222,0.2,0.316,0.3,0.222222222222222,0.3,0.533,0.4,0,0.4,0,0.765,0,0,0,1.857,0,0,0,"94 OLD SHORT HILLS ROAD
Livingston, NJ 07039
(40.764045, -74.302334)"
310086,0.5,0.555555555555556,0.5,0,0.111111111111111,0.1,0.3,0.444444444444444,0.4,0.2,0.444444444444444,0.4,0,0.222222222222222,0.2,0,0.111111111111111,0.1,0.3,0.666666666666667,0.6,0,0.222222222222222,0.2,25,15,1,1,1,1,10,"KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV","NJ","07/01/2011","06/30/2014",2086,2880,3219,3655,2994,"18 EAST LAUREL ROAD","Stratford","08084","CAMDEN",0.871485,1,1,1,0.912556,1,1,1,0.893981,0.5,0.666666666666667,0.6,0.452702,0.9,1,0.9,0.436,0.1,0,0.1,1.029,0,0,0,0,1.412,0,0,0,0.693,0.1,0,0.1,"18 EAST LAUREL ROAD
Stratford, NJ 08084
(39.828719, -75.008886)"
310108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0.92453,0.3,0.333333333333333,0.3,3,"JFK MEDICAL CTR - ANTHONY M. YELENCSICS COMMUNITY","NJ","07/01/2011","06/30/2014",2696,3539,2898,785,2545,"65 JAMES STREET","Edison","08818","MIDDLESEX",0.855874,0.6,0.666666666666667,0.6,0.859764,0,0.222222222222222,0.2,0.873373,0,0.444444444444444,0.4,0.634447,0,0.777777777777778,0.7,0.497,0,0.444444444444444,0.4,1.272,0,0,0,0.5,0.515,0.3,0,0.3,0,1,0,1,"65 JAMES STREET
Edison, NJ 08818
(40.557637, -74.348038)"
320001,0,0.222222222222222,0.2,0,0.111111111111111,0.1,0,0,0,0,0,0,0,0.111111111111111,0.1,0,0,0,0.2,0.222222222222222,0.2,0,0.222222222222222,0.2,8,13,0.77914,0,0.333333333333333,0.3,3,"UNM HOSPITAL","NM","07/01/2011","06/30/2014",1056,1210,1659,607,1727,"2211 LOMAS BOULEVARD NE","Albuquerque","87106","BERNALILLO",0.856303,0.6,0.666666666666667,0.6,0.88538,0.2,0,0.2,0.887498,0.3,0.555555555555556,0.5,0.452065,0.9,1,0.9,0.453,0.1,0.444444444444444,0.4,1.512,0,0,0,0,1.401,0,0,0,4.932,0,0,0,"2211 LOMAS BOULEVARD NE
Albuquerque, NM 87106
(35.087491, -106.616839)"
320021,0,0,0,0,0,0,0,0.111111111111111,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0.8361,0,0,0,0,"PRESBYTERIAN HOSPITAL","NM","07/01/2011","06/30/2014",1599,333,624,383,639,"1100 CENTRAL AVENUE SE","Albuquerque","87106","BERNALILLO",0.860282,0.8,0.888888888888889,0.8,0.876739,0,0,0,0.897662,0.7,0.888888888888889,0.8,0.463479,0.9,1,0.9,1.157,0,0,0,3.005,0,0,0,0,1.381,0,0,0,1.372,0,0,0,"1100 CENTRAL AVENUE SE
Albuquerque, NM 87106
(35.082348, -106.634908)"
330005,0,0,0,0,0,0,0,0.111111111111111,0.1,0,0,0,0,0.111111111111111,0.1,0,0,0,0,0,0,0,0.111111111111111,0.1,3,8,0.90244,0,0.444444444444444,0.4,4,"KALEIDA HEALTH","NY","07/01/2011","06/30/2014",1960,1235,1348,927,1725,"726 EXCHANGE STREET, SUITE 522","Buffalo","14210","ERIE",0.859912,0.8,1,0.9,0.885879,0.3,0.555555555555556,0.5,0.900122,0.8,0.888888888888889,0.8,0.527826,0.5,0.333333333333333,0.5,0.617,0,0.222222222222222,0.2,1.65,0,0.222222222222222,0.2,0,1.398,0,0,0,1.551,0,0,0,"726 EXCHANGE STREET, SUITE 522
Buffalo, NY 14210
(42.874534, -78.849749)"
330013,0,0,0,0,0,0,0,0.111111111111111,0.1,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0.3,0,0.111111111111111,0.1,5,7,0.91636,0.2,0,0.2,2,"ALBANY MEDICAL CENTER HOSPITAL","NY","07/01/2011","06/30/2014",2432,2118,2821,788,2855,"43 NEW SCOTLAND AVENUE","Albany","12208","ALBANY",0.871376,1,1,1,0.891624,0.5,0.333333333333333,0.5,0.908896,1,1,1,0.441501,1,1,1,0.285,0.4,0,0.4,1.189,0,0,0,0,1.53,0,0,0,1.516,0,0,0,"43 NEW SCOTLAND AVENUE
Albany, NY 12208
(42.653333, -73.773775)"
330023,0.3,0.222222222222222,0.3,0,0.111111111111111,0.1,0,0,0,0.3,0.111111111111111,0.3,0.3,0.222222222222222,0.3,0,0,0,0.6,0.555555555555556,0.6,0.1,0.111111111111111,0.1,17,14,0.99228,1,1,1,10,"VASSAR BROTHERS MEDICAL CENTER","NY","07/01/2011","06/30/2014",1445,2735,2443,3532,2771,"45 READE PLACE","Poughkeepsie","12601","DUTCHESS",0.859207,0.8,0.777777777777778,0.8,0.856777,0,0,0,0.894756,0.6,0.666666666666667,0.6,0.400349,1,1,1,0.366,0.2,0.555555555555556,0.5,0.99,0,0,0,0.4,0.394,0.4,0.333333333333333,0.4,0.418,0.4,0,0.4,"45 READE PLACE
Poughkeepsie, NY 12601
(41.694574, -73.935734)"
330024,0,0,0,0.1,0.222222222222222,0.2,0,0.111111111111111,0.1,0.1,0,0.1,0,0,0,0,0,0,0.1,0.444444444444444,0.4,0.1,0.222222222222222,0.2,10,15,0.98606,0.9,0.888888888888889,0.9,9,"MOUNT SINAI HOSPITAL","NY","07/01/2011","06/30/2014",2405,2609,2872,2605,1462,"ONE GUSTAVE L LEVY PLACE","New York","10029","NEW YORK",0.875961,1,1,1,0.903365,1,1,1,0.903782,0.9,0,0.9,0.439628,1,1,1,0.198,0.6,0.666666666666667,0.6,0.424,0.5,0,0.5,0,1.796,0,0,0,0.964,0,0,0,"ONE GUSTAVE L LEVY PLACE
New York, NY 10029
"
330043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222222222,0.2,0,0,0,2,11,0.88492,0,0.333333333333333,0.3,3,"SOUTHSIDE HOSPITAL","NY","07/01/2011","06/30/2014",1412,2775,1706,2540,2664,"301 EAST MAIN STREET","Bay Shore","11706","SUFFOLK",0.857053,0.6,0,0.6,0.867802,0,0.111111111111111,0.1,0.870397,0,0,0,0.430832,1,1,1,0,1,1,1,2.222,0,0,0,0,3.304,0,0,0,2.479,0,0,0,"301 EAST MAIN STREET
Bay Shore, NY 11706
(40.724781, -73.241346)"
330045,0.5,0.222222222222222,0.5,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0.333333333333333,0.3,0,0,0,9,14,0.91402,0.1,0,0.1,1,"HUNTINGTON HOSPITAL","NY","07/01/2011","06/30/2014",1116,2774,1869,3567,2227,"270 PARK AVENUE","Huntington","11743","SUFFOLK",0.881462,1,1,1,0.873024,0,0,0,0.87129,0,0,0,0.444709,1,0,1,0.292,0.4,0.666666666666667,0.6,1.569,0,0.222222222222222,0.2,0.2,1.089,0,0.333333333333333,0.3,2.276,0,0,0,"270 PARK AVENUE
Huntington, NY 11743
(40.880096, -73.417599)"
330046,0,0.111111111111111,0.1,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.1,0,0,0,0,0,0,0,0,0,2,7,0.86187,0,0,0,0,"ST LUKE'S ROOSEVELT HOSPITAL","NY","07/01/2011","06/30/2014",3311,2800,3314,453,2747,"1000 TENTH AVENUE","New York","10019","NEW YORK",0.87852,1,1,1,0.900518,1,1,1,0.879688,0,0,0,0.623571,0,0.111111111111111,0.1,0.315,0.3,0.666666666666667,0.6,0.731,0.1,0.555555555555556,0.5,0.1,0.595,0.1,0.222222222222222,0.2,1.185,0,0,0,"1000 TENTH AVENUE
New York, NY 10019
(40.770114, -73.987858)"
330055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.1,0,0,0,1,13,0.97352,0.8,0.888888888888889,0.8,8,"NEW YORK HOSPITAL MEDICAL CENTER OF QUEENS","NY","07/01/2011","06/30/2014",1776,1228,3203,539,2180,"56-45 MAIN STREET","Flushing","11355","QUEENS",0.880076,1,1,1,0.87891,0,0,0,0.89135,0.4,0.444444444444444,0.4,0.414334,1,1,1,0.514,0,0,0,1.371,0,0,0,0.1,1.208,0,0,0,0,1,1,1,"56-45 MAIN STREET
Flushing, NY 11355
(40.747277, -73.826137)"
330056,0,0.222222222222222,0.2,0,0.111111111111111,0.1,0,0.222222222222222,0.2,0,0.222222222222222,0.2,0,0.444444444444444,0.4,0,0,0,0,0.111111111111111,0.1,0,0,0,12,9,0.82172,0,0,0,0,"BROOKLYN HOSPITAL CENTER AT DOWNTOWN CAMPUS","NY","07/01/2011","06/30/2014",2544,2301,2326,2289,2981,"121 DEKALB AVENUE","Brooklyn","11201","KINGS",0.849137,0.2,0.444444444444444,0.4,0.876333,0,0,0,0.876765,0,0,0,0.6324,0,0.333333333333333,0.3,1.66,0,0,0,3.387,0,0,0,0.2,1.866,0,0,0,0.532,0.3,0.444444444444444,0.4,"121 DEKALB AVENUE
Brooklyn, NY 11201
(40.689785, -73.9774)"
330057,0,0.111111111111111,0.1,0,0,0,0,0.222222222222222,0.2,0.1,0.222222222222222,0.2,0,0.222222222222222,0.2,0,0,0,0.9,1,0.9,0,0.111111111111111,0.1,17,13,0.95933,0.6,0.888888888888889,0.8,8,"ST PETER'S HOSPITAL","NY","07/01/2011","06/30/2014",833,2327,1388,270,1789,"315 SOUTH MANNING BOULEVARD","Albany","12208","ALBANY",0.871537,1,1,1,0.889679,0.4,0.444444444444444,0.4,0.914336,1,0,1,0.484888,0.8,0.777777777777778,0.8,0.455,0.1,0.555555555555556,0.5,1.709,0,0,0,0.2,0.948,0,0,0,1.181,0,0.555555555555556,0.5,"315 SOUTH MANNING BOULEVARD
Albany, NY 12208
(42.657501, -73.803987)"
330059,0,0,0,0,0,0,0,0.111111111111111,0.1,0,0,0,0.3,0.444444444444444,0.4,0,0,0,0,0.222222222222222,0.2,0,0,0,7,15,0.34833,0,0,0,0,"MONTEFIORE MEDICAL CENTER","NY","07/01/2011","06/30/2014",2770,2430,3272,1959,2718,"111 EAST 210TH STREET","Bronx","10467","BRONX",0.877306,1,1,1,0.910051,1,1,1,0.913756,1,1,1,0.631583,0,0.222222222222222,0.2,0.337,0.3,0,0.3,0.936,0,0.444444444444444,0.4,0.1,1.171,0,0,0,1.987,0,0.444444444444444,0.4,"111 EAST 210TH STREET
Bronx, NY 10467
(40.879777, -73.879975)"
330078,0,0.111111111111111,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.1,0.4,0.333333333333333,0.4,0.1,0.111111111111111,0.1,7,13,0.93902,0.4,0.444444444444444,0.4,4,"SISTERS OF CHARITY HOSPITAL","NY","07/01/2011","06/30/2014",1854,1871,1533,528,1671,"2157 MAIN STREET","Buffalo","14214","ERIE",0.86802,1,1,1,0.884757,0.2,0,0.2,0.890941,0.4,0.333333333333333,0.4,0.397048,1,1,1,0.306,0.4,0.777777777777778,0.7,1.084,0,0,0,0.2,2.506,0,0,0,0.371,0.5,0,0.5,"2157 MAIN STREET
Buffalo, NY 14214
(42.929195, -78.84989)"
330101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,1,14,0.99079,1,1,1,10,"NEW YORK-PRESBYTERIAN HOSPITAL","NY","07/01/2011","06/30/2014",1987,1831,2316,1475,2590,"525 EAST 68TH STREET","New York","10021","NEW YORK",0.88378,1,1,1,0.910821,1,1,1,0.90863,1,0,1,0.417834,1,1,1,0.444,0.1,0.222222222222222,0.2,1.153,0,0.333333333333333,0.3,0,1.045,0,0,0,0.816,0,0.333333333333333,0.3,"525 EAST 68TH STREET
New York, NY 10021
(40.764059, -73.955023)"
330106,0,0,0,0,0,0,0,0.111111111111111,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,3,16,0.92679,0.3,0.222222222222222,0.3,3,"NORTH SHORE UNIVERSITY HOSPITAL","NY","07/01/2011","06/30/2014",2983,2055,1806,470,2215,"300 COMMUNITY DRIVE","Manhasset","11030","NASSAU",0.871895,1,1,1,0.887699,0.3,0.555555555555556,0.5,0.901989,0.9,0,0.9,0.635444,0,0.444444444444444,0.4,0.195,0.6,0.666666666666667,0.6,1.376,0,0,0,0,1.844,0,0,0,1.84,0,0,0,"300 COMMUNITY DRIVE
Manhasset, NY 11030
(40.775035, -73.703132)"
330119,0,0.222222222222222,0.2,0,0,0,0,0.111111111111111,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0.63564,0,0,0,0,"LENOX HILL HOSPITAL","NY","07/01/2011","06/30/2014",1273,1434,2371,1297,3347,"100 EAST 77TH STREET","New York","10021","NEW YORK",0.878172,1,1,1,0.912345,1,1,1,0.914803,1,1,1,0.569354,0.3,0.777777777777778,0.7,0.221,0.5,0.666666666666667,0.6,2.058,0,0.222222222222222,0.2,0,1.699,0,0,0,0.892,0,0,0,"100 EAST 77TH STREET
New York, NY 10021
(40.773978, -73.960654)"
330125,0.3,0,0.3,0,0,0,0,0,0,0.1,0.111111111111111,0.1,0,0,0,0,0,0,0.6,0.333333333333333,0.6,0.2,0,0.2,12,10,0.97427,0.8,1,0.9,9,"ROCHESTER GENERAL HOSPITAL","NY","07/01/2011","06/30/2014",1773,2253,3197,2582,1373,"1425 PORTLAND AVENUE","Rochester","14621","MONROE",0.876426,1,1,1,0.89383,0.6,0.555555555555556,0.6,0.90201,0.9,1,0.9,0.64824,0,0.444444444444444,0.4,0.278,0.4,0,0.4,0.731,0.1,0,0.1,0.1,1.307,0,0,0,1.613,0,0.555555555555556,0.5,"1425 PORTLAND AVENUE
Rochester, NY 14621
(43.192542, -77.584424)"
330126,0.3,0.444444444444444,0.4,0,0.222222222222222,0.2,0,0.222222222222222,0.2,0,0.333333333333333,0.3,0,0.222222222222222,0.2,0,0,0,0,0.222222222222222,0.2,0.1,0.222222222222222,0.2,17,16,0.91815,0.2,0.666666666666667,0.6,6,"ORANGE REGIONAL MEDICAL CENTER","NY","07/01/2011","06/30/2014",2678,3384,3131,1781,3478,"707 EAST MAIN STREET","Middletown","10940","ORANGE",0.8769,1,1,1,0.883743,0.2,0.222222222222222,0.2,0.887147,0.2,0,0.2,0.352174,1,1,1,1.212,0,0,0,3.661,0,0,0,0,0.928,0,0,0,1.682,0,0,0,"707 EAST MAIN STREET
Middletown, NY 10940
(41.439962, -74.369415)"
330160,0,0.111111111111111,0.1,0,0,0,0,0.222222222222222,0.2,0,0.111111111111111,0.1,0,0.333333333333333,0.3,0,0.111111111111111,0.1,0,0,0,0,0,0,8,10,0.9635,0.7,0.777777777777778,0.7,7,"STATEN ISLAND UNIVERSITY HOSPITAL","NY","07/01/2011","06/30/2014",1930,3353,1144,1667,1724,"475 SEAVIEW AVENUE","Staten Island","10305","RICHMOND",0.865038,1,1,1,0.891429,0.5,0.111111111111111,0.5,0.889158,0.3,0.666666666666667,0.6,0.841101,0,0,0,0.414,0.1,0,0.1,0.94,0,0.333333333333333,0.3,0.2,1.334,0,0,0,0,1,1,1,"475 SEAVIEW AVENUE
Staten Island, NY 10305
(40.583245, -74.085416)"
330167,0.1,0.222222222222222,0.2,0,0.222222222222222,0.2,0,0.222222222222222,0.2,0,0,0,0.1,0.222222222222222,0.2,0,0,0,0.5,0.555555555555556,0.5,0,0.111111111111111,0.1,14,15,0.96477,0.7,0.666666666666667,0.7,7,"WINTHROP-UNIVERSITY HOSPITAL","NY","07/01/2011","06/30/2014",2419,1440,1212,1665,1950,"259 FIRST STREET","Mineola","11501","NASSAU",0.865656,1,1,1,0.882571,0.1,0,0.1,0.911605,1,1,1,0.404653,1,1,1,0.23,0.5,0.333333333333333,0.5,0.638,0.2,0.333333333333333,0.3,0.3,0.619,0.1,0,0.1,0,1,1,1,"259 FIRST STREET
Mineola, NY 11501
(40.741643, -73.643554)"
330194,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.1,0,0,0,0,0,0,0,0.111111111111111,0.1,0,0.111111111111111,0.1,3,3,0.62418,0,0,0,0,"MAIMONIDES MEDICAL CENTER","NY","07/01/2011","06/30/2014",1491,1343,3072,297,2149,"4802 TENTH AVENUE","Brooklyn","11219","KINGS",0.879214,1,1,1,0.915198,1,1,1,0.92286,1,1,1,0.593504,0.2,0.666666666666667,0.6,0.05,0.9,0.444444444444444,0.9,0.711,0.2,0.666666666666667,0.6,0,0.992,0,0,0,0.803,0,0,0,"4802 TENTH AVENUE
Brooklyn, NY 11219
(40.63908, -73.998667)"
330195,0.1,0.111111111111111,0.1,0,0.222222222222222,0.2,0,0.111111111111111,0.1,0.3,0.444444444444444,0.4,0.2,0.222222222222222,0.2,0.2,0.222222222222222,0.2,0,0.222222222222222,0.2,0.5,0.333333333333333,0.5,19,17,0.83927,0,0.555555555555556,0.5,5,"LONG ISLAND JEWISH MEDICAL CENTER","NY","07/01/2011","06/30/2014",2980,2279,2744,3443,2505,"270 - 05 76TH AVENUE","New Hyde Park","11040","QUEENS",0.870978,1,1,1,0.895462,0.7,0,0.7,0.906797,1,1,1,0.51094,0.6,0,0.6,0.271,0.4,0.222222222222222,0.4,1.195,0,0.555555555555556,0.5,0,2.326,0,0,0,2.578,0,0,0,"270 - 05 76TH AVENUE
New Hyde Park, NY 11040
"
330198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.1,0,0,0,0,0,0,0,0,0,1,13,0.98895,1,1,1,10,"SOUTH NASSAU COMMUNITIES HOSPITAL","NY","07/01/2011","06/30/2014",2065,2152,3268,1446,1564,"ONE HEALTHY WAY","Oceanside","11572","NASSAU",0.826296,0,0,0,0.872476,0,0,0,0.875447,0,0.555555555555556,0.5,0.601403,0.1,0,0.1,0.13,0.7,0.888888888888889,0.8,1.933,0,0,0,0.5,0.43,0.4,0.666666666666667,0.6,0.935,0,0.222222222222222,0.2,"ONE HEALTHY WAY
Oceanside, NY 11572
"
330203,0,0.222222222222222,0.2,0,0.111111111111111,0.1,0,0,0,0,0,0,0,0.111111111111111,0.1,0,0,0,0.4,0.111111111111111,0.4,0,0,0,8,9,0.91176,0.1,0.666666666666667,0.6,6,"CROUSE HOSPITAL","NY","07/01/2011","06/30/2014",1192,1808,3159,1492,1812,"736 IRVING AVENUE","Syracuse","13210","ONONDAGA",0.860102,0.8,0.666666666666667,0.8,0.896121,0.7,0,0.7,0.896326,0.6,0.777777777777778,0.7,0.687531,0,0.555555555555556,0.5,0.676,0,0,0,2.788,0,0.222222222222222,0.2,0,1.035,0,0,0,1.474,0,0,0,"736 IRVING AVENUE
Syracuse, NY 13210
(43.041081, -76.137861)"
330214,0.2,0.222222222222222,0.2,0,0,0,0,0.111111111111111,0.1,0,0.222222222222222,0.2,0.2,0.111111111111111,0.2,0,0,0,0,0.222222222222222,0.2,0.3,0.333333333333333,0.3,12,13,0.8789,0,0.666666666666667,0.6,6,"NYU HOSPITALS CENTER","NY","07/01/2011","06/30/2014",834,1295,1674,1909,1264,"550 FIRST AVENUE","New York","10016","NEW YORK",0.881941,1,1,1,0.912094,1,1,1,0.913029,1,1,1,0.448507,1,1,1,0.282,0.4,0.666666666666667,0.6,0.81,0,0.444444444444444,0.4,0,2.056,0,0,0,1.903,0,0,0,"550 FIRST AVENUE
New York, NY 10016
(40.742871, -73.974225)"
330226,0,0.111111111111111,0.1,0.1,0.111111111111111,0.1,0.2,0.444444444444444,0.4,0,0,0,0.1,0.333333333333333,0.3,0,0.333333333333333,0.3,0.5,0,0.5,0.2,0.333333333333333,0.3,20,17,0.94074,0.4,0.666666666666667,0.6,6,"UNITY HOSPITAL OF ROCHESTER","NY","07/01/2011","06/30/2014",2354,1663,1998,1393,2379,"1555 LONG POND ROAD","Rochester","14626","MONROE",0.850646,0.2,0,0.2,0.875722,0,0,0,0.890725,0.4,0,0.4,0.435343,1,1,1,0.697,0,0,0,1.245,0,0.555555555555556,0.5,0.1,1.097,0,0,0,0.514,0.3,0.444444444444444,0.4,"1555 LONG POND ROAD
Rochester, NY 14626
(43.191527, -77.701464)"
330234,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.1,0,0.111111111111111,0.1,0,0,0,0,0.333333333333333,0.3,0,0.111111111111111,0.1,6,1,0.98776,0.9,1,0.9,9,"WESTCHESTER MEDICAL CENTER","NY","07/01/2011","06/30/2014",1908,2279,2525,1190,1515,"100 WOODS RD","Valhalla","10595","WESTCHESTER",0.875345,1,1,1,0.869968,0,0,0,0.9002,0.8,0.888888888888889,0.8,0.63903,0,0.444444444444444,0.4,0.41,0.2,0,0.2,1.574,0,0.111111111111111,0.1,0.3,0.76,0,0.111111111111111,0.1,2.35,0,0.666666666666667,0.6,"100 WOODS RD
Valhalla, NY 10595
(41.08768, -73.803897)"
330236,0,0.222222222222222,0.2,0,0.111111111111111,0.1,0,0.111111111111111,0.1,0,0.222222222222222,0.2,0,0,0,0,0,0,0,0.222222222222222,0.2,0,0.111111111111111,0.1,9,10,0.83748,0,0,0,0,"NEW YORK METHODIST HOSPITAL","NY","07/01/2011","06/30/2014",2880,2978,3102,3266,3495,"506 SIXTH STREET","Brooklyn","11215","KINGS",0.868193,1,1,1,0.899804,0.9,0,0.9,0.894885,0.6,0.222222222222222,0.6,0.549685,0.4,0.222222222222222,0.4,0.339,0.3,0.444444444444444,0.4,1.684,0,0.333333333333333,0.3,0.3,0.652,0.1,0,0.1,0.339,0.5,0.444444444444444,0.5,"506 SIXTH STREET
Brooklyn, NY 11215
(40.667862, -73.97831)"
330279,0,0.111111111111111,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111111111,0.1,0.3,0.444444444444444,0.4,0,0.222222222222222,0.2,8,6,0.94667,0.5,0.333333333333333,0.5,5,"MERCY HOSPITAL","NY","07/01/2011","06/30/2014",1555,1391,971,522,491,"565 ABBOTT ROAD","Buffalo","14220","ERIE",0.837714,0,0,0,0.856674,0,0,0,0.887348,0.2,0,0.2,0.538075,0.5,0.888888888888889,0.8,0.216,0.5,0.777777777777778,0.7,2.455,0,0,0,0,1.688,0,0,0,1.233,0,0,0,"565 ABBOTT ROAD
Buffalo, NY 14220
(42.848556, -78.812795)"
330285,0.2,0,0.2,0,0,0,0,0,0,0.1,0.222222222222222,0.2,0.2,0,0.2,0,0,0,0.8,0.222222222222222,0.8,0.3,0,0.3,17,13,0.81529,0,0.444444444444444,0.4,4,"STRONG MEMORIAL HOSPITAL","NY","07/01/2011","06/30/2014",2046,1902,1743,3692,1494,"601 ELMWOOD AVE","Rochester","14642","MONROE",0.870777,1,1,1,0.894536,0.7,0,0.7,0.885349,0.2,0,0.2,0.438401,1,1,1,0.431,0.1,0,0.1,1.498,0,0,0,0.2,1.489,0,0,0,0,1,0,1,"601 ELMWOOD AVE
Rochester, NY 14642
(43.124394, -77.623692)"
